Loyalty Number,Country,Province,City,Gender,Education,Salary,Salary_College,Marital Status,Loyalty Card,CLV,Enrollment Year,Enrollment Month,Cancelled
184678,Canada,British Columbia,Whistler,Female,Bachelor,48521.0,0,Divorced,Aurora,19160.99,2016,2,1
449555,Canada,British Columbia,Vancouver,Male,Bachelor,48521.0,0,Divorced,Aurora,19160.99,2016,11,0
528226,Canada,Nova Scotia,Halifax,Female,Bachelor,48521.0,0,Divorced,Aurora,19160.99,2014,7,0
644265,Canada,Ontario,Toronto,Female,Bachelor,48521.0,0,Divorced,Aurora,19160.99,2015,1,0
842835,Canada,Ontario,Toronto,Female,Bachelor,48521.0,0,Divorced,Aurora,19160.99,2016,4,1
953614,Canada,Quebec,Montreal,Female,Bachelor,48521.0,0,Divorced,Aurora,19160.99,2012,7,0
390880,Canada,British Columbia,Whistler,Female,Bachelor,86077.0,0,Married,Aurora,19174.63,2015,8,0
676877,Canada,Quebec,Montreal,Female,Bachelor,86077.0,0,Married,Aurora,19174.63,2016,10,0
415446,Canada,Ontario,Toronto,Female,Bachelor,57753.0,0,Married,Aurora,19185.07,2018,8,0
282678,Canada,British Columbia,Vancouver,Male,Bachelor,57974.0,0,Single,Aurora,19237.77,2014,3,0
815850,Canada,Ontario,Toronto,Male,Bachelor,57974.0,0,Single,Aurora,19237.77,2016,9,0
828182,Canada,Manitoba,Winnipeg,Male,Bachelor,61100.0,0,Married,Aurora,19253.03,2015,11,0
687262,Canada,British Columbia,West Vancouver,Male,College,,1,Single,Aurora,19278.82,2012,9,0
472373,Canada,Quebec,Hull,Male,College,,1,Divorced,Aurora,19323.24,2016,5,0
131253,Canada,Ontario,Sudbury,Male,Bachelor,73796.0,0,Single,Aurora,19327.87,2013,6,0
194480,Canada,British Columbia,Whistler,Male,Bachelor,48579.0,0,Married,Aurora,19338.53,2018,6,0
376484,Canada,Quebec,Montreal,Male,Bachelor,48579.0,0,Married,Aurora,19338.53,2014,4,0
684305,Canada,Ontario,Toronto,Male,College,,1,Married,Aurora,19357.37,2013,10,0
863374,Canada,Quebec,Quebec City,Male,Bachelor,68454.0,0,Married,Aurora,19363.53,2016,3,1
905161,Canada,British Columbia,Dawson Creek,Female,Bachelor,83497.0,0,Divorced,Aurora,19393.21,2018,10,0
278164,Canada,Ontario,Toronto,Female,Bachelor,60216.0,0,Single,Aurora,19435.63,2013,11,0
561801,Canada,British Columbia,West Vancouver,Female,Bachelor,44595.0,0,Married,Star,2584.82,2018,4,0
652431,Canada,Ontario,Toronto,Male,College,,1,Single,Aurora,19504.47,2012,4,0
277375,Canada,Ontario,Toronto,Female,High School or Below,73956.0,0,Married,Aurora,19582.47,2014,4,0
678925,Canada,Ontario,Toronto,Male,College,,1,Single,Aurora,19606.36,2015,11,0
703507,Canada,Ontario,Toronto,Male,Bachelor,69609.0,0,Married,Aurora,19685.41,2013,5,0
133128,Canada,British Columbia,Victoria,Male,Bachelor,33784.0,0,Married,Star,2588.86,2018,2,0
400802,Canada,Alberta,Banff,Female,Bachelor,83641.0,0,Divorced,Aurora,19776.57,2014,9,0
640831,Canada,Ontario,Toronto,Male,Bachelor,83641.0,0,Divorced,Aurora,19776.57,2014,4,0
670002,Canada,Quebec,Tremblant,Male,College,,1,Married,Aurora,19837.31,2012,4,0
550434,Canada,Ontario,Toronto,Female,Bachelor,78559.0,0,Married,Aurora,19884.92,2016,10,0
492505,Canada,Ontario,Toronto,Male,Bachelor,69483.0,0,Divorced,Aurora,19927.64,2013,5,0
548037,Canada,New Brunswick,Fredericton,Male,Bachelor,56714.0,0,Married,Aurora,20003.14,2012,6,0
596173,Canada,Quebec,Montreal,Male,Bachelor,56714.0,0,Married,Aurora,20003.14,2015,8,1
569940,Canada,Ontario,Kingston,Male,Bachelor,80129.0,0,Married,Aurora,20018.2,2015,1,0
987530,Canada,Nova Scotia,Halifax,Female,Bachelor,94226.0,0,Single,Aurora,20067.4,2015,12,0
396155,Canada,British Columbia,Dawson Creek,Female,College,,1,Single,Aurora,20090.44,2013,2,0
605134,Canada,Ontario,Toronto,Male,College,,1,Single,Aurora,20090.44,2014,4,0
137850,Canada,British Columbia,Vancouver,Male,Bachelor,99788.0,0,Married,Aurora,20096.89,2013,1,0
512169,Canada,New Brunswick,Moncton,Female,Bachelor,99788.0,0,Married,Aurora,20096.89,2014,8,1
661411,Canada,Ontario,Toronto,Male,Bachelor,99788.0,0,Married,Aurora,20096.89,2012,12,0
711565,Canada,British Columbia,Whistler,Male,Bachelor,99788.0,0,Married,Aurora,20096.89,2017,2,0
241677,Canada,Alberta,Peace River,Female,Bachelor,50057.0,0,Married,Aurora,20171.96,2012,10,0
825484,Canada,Ontario,Toronto,Male,Bachelor,88294.0,0,Divorced,Aurora,20215.39,2016,5,0
216666,Canada,Ontario,Thunder Bay,Female,College,,1,Single,Aurora,20370.77,2013,1,1
721494,Canada,British Columbia,Vancouver,Female,Bachelor,99850.0,0,Single,Aurora,20395.97,2017,9,0
118376,Canada,British Columbia,Kelowna,Female,College,,1,Married,Aurora,20455.25,2017,12,1
905806,Canada,Ontario,Toronto,Male,College,,1,Married,Aurora,20455.25,2013,6,0
197086,Canada,Nova Scotia,Halifax,Female,Bachelor,97051.0,0,Married,Aurora,20467.72,2016,12,0
304080,Canada,British Columbia,Whistler,Female,Bachelor,72936.0,0,Divorced,Aurora,20498.83,2018,8,0
775520,Canada,Ontario,Thunder Bay,Female,Doctor,78583.0,0,Single,Aurora,20531.65,2015,10,1
409051,Canada,Ontario,Toronto,Male,College,,1,Single,Aurora,20534.39,2014,2,0
590280,Canada,Ontario,Toronto,Female,College,,1,Single,Aurora,20552.62,2014,1,0
737842,Canada,Quebec,Montreal,Female,College,,1,Single,Aurora,20579.69,2013,9,0
296095,Canada,British Columbia,Vancouver,Male,College,,1,Single,Aurora,20604.02,2018,10,0
430097,Canada,New Brunswick,Fredericton,Male,Bachelor,53080.0,0,Married,Aurora,20631.15,2014,9,0
432366,Canada,Quebec,Montreal,Male,Bachelor,53080.0,0,Married,Aurora,20631.15,2013,9,0
175169,Canada,Ontario,Toronto,Female,Bachelor,93451.0,0,Single,Aurora,20635.08,2016,6,0
117915,Canada,British Columbia,Vancouver,Female,Bachelor,75996.0,0,Married,Star,2605.57,2018,3,0
406411,Canada,British Columbia,Vancouver,Male,Bachelor,99286.0,0,Married,Aurora,20708.26,2013,2,0
258166,Canada,Quebec,Montreal,Female,College,,1,Married,Aurora,20864.31,2013,7,0
357298,Canada,Ontario,Toronto,Female,High School or Below,51930.0,0,Married,Aurora,20885.56,2015,10,0
730214,Canada,Ontario,Sudbury,Male,Bachelor,46768.0,0,Divorced,Aurora,20936.33,2014,7,0
811333,Canada,Ontario,Toronto,Female,Bachelor,82937.0,0,Married,Aurora,20946.19,2014,4,0
157751,Canada,Ontario,Trenton,Male,College,,1,Single,Aurora,20957.61,2015,3,0
789149,Canada,British Columbia,Vancouver,Male,Bachelor,76797.0,0,Married,Aurora,21101.21,2013,10,0
667398,Canada,Ontario,Toronto,Female,College,,1,Married,Aurora,21112.54,2016,10,1
540112,Canada,Nova Scotia,Halifax,Female,Bachelor,67500.0,0,Married,Aurora,21151.23,2012,6,0
744746,Canada,British Columbia,Vancouver,Male,College,,1,Single,Aurora,21159.3,2015,9,1
823113,Canada,British Columbia,Whistler,Male,College,,1,Married,Aurora,21172.39,2013,7,0
382889,Canada,British Columbia,Vancouver,Female,Bachelor,70548.0,0,Divorced,Star,2616.61,2018,3,0
467222,Canada,Quebec,Hull,Female,College,,1,Single,Aurora,21240.94,2014,8,0
204424,Canada,Nova Scotia,Halifax,Female,College,,1,Married,Aurora,21283.64,2014,1,0
477219,Canada,Ontario,Toronto,Female,College,,1,Married,Aurora,21343.47,2015,7,0
817298,Canada,Quebec,Montreal,Female,Bachelor,47930.0,0,Single,Aurora,21418.36,2018,8,0
106757,Canada,Alberta,Edmonton,Male,College,,1,Married,Aurora,21423.64,2015,6,0
210755,Canada,Ontario,Toronto,Female,College,,1,Married,Aurora,21423.64,2017,2,0
272476,Canada,Nova Scotia,Halifax,Male,College,,1,Married,Aurora,21423.64,2017,7,0
476648,Canada,Quebec,Quebec City,Male,College,,1,Married,Aurora,21423.64,2015,8,0
676669,Canada,Ontario,Toronto,Male,Bachelor,75978.0,0,Divorced,Aurora,21504.34,2013,3,0
922815,Canada,British Columbia,Vancouver,Female,Bachelor,75978.0,0,Divorced,Aurora,21504.34,2015,4,0
947026,Canada,New Brunswick,Moncton,Male,Doctor,66360.0,0,Married,Aurora,21528.57,2016,8,0
162155,Canada,Alberta,Peace River,Female,College,,1,Single,Aurora,21531.33,2015,12,1
234807,Canada,Ontario,Toronto,Female,Master,114567.0,0,Single,Aurora,21569.34,2017,2,0
715271,Canada,British Columbia,Dawson Creek,Female,Master,114567.0,0,Single,Aurora,21569.34,2013,9,0
876243,Canada,British Columbia,Vancouver,Female,Bachelor,69375.0,0,Married,Aurora,21592.1,2014,11,1
496329,Canada,Ontario,Ottawa,Male,Bachelor,77546.0,0,Married,Aurora,21710.28,2017,3,0
881428,Canada,Ontario,London,Male,Bachelor,53928.0,0,Married,Aurora,21740.03,2015,7,1
259446,Canada,British Columbia,West Vancouver,Male,Bachelor,57608.0,0,Married,Aurora,21768.7,2015,4,0
695987,Canada,Quebec,Montreal,Male,Bachelor,67109.0,0,Divorced,Aurora,21850.35,2017,6,0
465476,Canada,Alberta,Edmonton,Female,Bachelor,69267.0,0,Married,Aurora,21850.84,2014,7,1
375371,Canada,British Columbia,Whistler,Female,Bachelor,63372.0,0,Married,Aurora,21886.2,2018,12,0
414433,Canada,Manitoba,Winnipeg,Female,Bachelor,89230.0,0,Divorced,Aurora,21892.35,2013,2,0
107296,Canada,Quebec,Montreal,Male,Bachelor,74457.0,0,Married,Aurora,21892.94,2017,7,0
521043,Canada,British Columbia,Vancouver,Female,Bachelor,88479.0,0,Married,Aurora,21914.41,2018,11,0
481851,Canada,Ontario,London,Female,Bachelor,75943.0,0,Married,Aurora,21920.81,2017,10,0
885763,Canada,British Columbia,Vancouver,Female,Bachelor,51209.0,0,Married,Aurora,21941.86,2015,7,0
488647,Canada,Newfoundland,St. John's,Female,Bachelor,91037.0,0,Married,Aurora,21991.62,2017,6,0
324049,Canada,Ontario,Toronto,Male,College,,1,Married,Aurora,22041.86,2015,10,1
968842,Canada,Ontario,Toronto,Female,Bachelor,80825.0,0,Married,Aurora,22056.0,2014,2,1
503832,Canada,British Columbia,Vancouver,Male,Bachelor,48367.0,0,Married,Star,2626.28,2018,3,0
686232,Canada,Quebec,Montreal,Male,Bachelor,49610.0,0,Married,Aurora,22093.62,2012,7,0
835240,Canada,Quebec,Tremblant,Male,College,,1,Married,Aurora,22103.51,2016,4,0
916269,Canada,Alberta,Calgary,Male,College,,1,Married,Aurora,22103.51,2013,9,0
942952,Canada,Quebec,Montreal,Male,College,,1,Married,Aurora,22103.51,2014,1,1
965713,Canada,Ontario,Toronto,Female,College,,1,Married,Aurora,22103.51,2018,12,0
356237,Canada,British Columbia,Victoria,Female,College,,1,Divorced,Star,2659.71,2018,3,0
504564,Canada,Saskatchewan,Regina,Female,Bachelor,76123.0,0,Single,Aurora,22185.88,2017,12,0
519419,Canada,Nova Scotia,Halifax,Male,Bachelor,76123.0,0,Single,Aurora,22185.88,2013,8,0
671115,Canada,Ontario,Toronto,Male,Bachelor,59386.0,0,Single,Aurora,22217.97,2014,5,0
471000,Canada,Saskatchewan,Regina,Female,Bachelor,93296.0,0,Married,Aurora,22242.52,2012,5,0
677404,Canada,Quebec,Montreal,Female,Doctor,217158.0,0,Married,Aurora,22256.69,2015,11,0
772194,Canada,Quebec,Montreal,Female,Bachelor,68785.0,0,Single,Aurora,22261.02,2013,10,0
869804,Canada,Quebec,Montreal,Male,College,,1,Married,Aurora,22305.32,2015,10,0
983440,Canada,Manitoba,Winnipeg,Male,College,,1,Married,Aurora,22305.32,2012,5,0
851901,Canada,Saskatchewan,Regina,Male,College,,1,Single,Aurora,22315.06,2014,4,0
337148,Canada,Nova Scotia,Halifax,Male,Bachelor,67819.0,0,Single,Aurora,22332.44,2014,10,0
847704,Canada,Ontario,Toronto,Female,Bachelor,67819.0,0,Single,Aurora,22332.44,2018,6,0
295561,Canada,British Columbia,Vancouver,Male,College,,1,Single,Aurora,22337.16,2016,10,1
248265,Canada,British Columbia,Whistler,Male,Bachelor,48398.0,0,Married,Aurora,22425.26,2014,8,0
875789,Canada,Ontario,Toronto,Female,College,,1,Single,Aurora,22445.28,2018,5,0
822995,Canada,Manitoba,Winnipeg,Male,Bachelor,82651.0,0,Married,Aurora,22523.71,2013,6,0
219779,Canada,Ontario,Toronto,Female,Bachelor,48770.0,0,Married,Aurora,22563.62,2013,1,0
155348,Canada,British Columbia,Vancouver,Female,Master,126075.0,0,Divorced,Aurora,22647.22,2016,2,1
205697,Canada,British Columbia,Dawson Creek,Female,Master,113785.0,0,Married,Aurora,22658.54,2017,4,0
827215,Canada,Ontario,London,Male,Master,113785.0,0,Married,Aurora,22658.54,2014,11,0
411420,Canada,British Columbia,Dawson Creek,Female,Bachelor,84504.0,0,Single,Aurora,22693.29,2016,3,0
179153,Canada,Ontario,Toronto,Male,Bachelor,69546.0,0,Married,Aurora,22754.66,2013,1,0
205826,Canada,British Columbia,Vancouver,Female,Bachelor,69546.0,0,Married,Aurora,22754.66,2018,9,0
602931,Canada,Quebec,Montreal,Female,Bachelor,83510.0,0,Married,Aurora,22762.21,2015,4,0
346560,Canada,New Brunswick,Fredericton,Female,Bachelor,97314.0,0,Married,Aurora,22837.14,2017,6,1
277855,Canada,Quebec,Montreal,Male,College,,1,Single,Aurora,22895.35,2016,7,0
348600,Canada,British Columbia,Whistler,Female,College,,1,Single,Aurora,22895.35,2017,10,0
863219,Canada,Ontario,Ottawa,Male,Doctor,173930.0,0,Married,Aurora,22952.07,2012,6,0
524055,Canada,Ontario,Toronto,Male,Bachelor,93982.0,0,Single,Aurora,22986.15,2012,11,0
825730,Canada,British Columbia,Dawson Creek,Female,Bachelor,93982.0,0,Single,Aurora,22986.15,2015,12,1
859516,Canada,Manitoba,Winnipeg,Male,Bachelor,103223.0,0,Married,Aurora,23020.89,2015,2,0
737534,Canada,Quebec,Montreal,Female,Bachelor,62440.0,0,Married,Aurora,23055.57,2017,1,0
677217,Canada,Quebec,Montreal,Male,Bachelor,82573.0,0,Single,Aurora,23086.36,2014,9,0
600432,Canada,Quebec,Quebec City,Female,Bachelor,75681.0,0,Married,Aurora,23144.13,2017,1,0
170152,Canada,British Columbia,West Vancouver,Female,Bachelor,74689.0,0,Married,Aurora,23187.15,2018,9,0
958283,Canada,Quebec,Montreal,Male,Bachelor,74689.0,0,Married,Aurora,23187.15,2018,8,0
705020,Canada,Ontario,Toronto,Male,Bachelor,75982.0,0,Married,Aurora,23208.39,2016,10,0
194722,Canada,Saskatchewan,Regina,Female,Bachelor,64630.0,0,Single,Aurora,23331.83,2016,5,0
225486,Canada,Quebec,Tremblant,Male,Bachelor,63271.0,0,Married,Aurora,23435.73,2013,10,0
885871,Canada,New Brunswick,Fredericton,Female,Bachelor,63271.0,0,Married,Aurora,23435.73,2017,6,0
670751,Canada,British Columbia,Vancouver,Male,Bachelor,58642.0,0,Single,Aurora,23515.85,2016,3,0
347914,Canada,Quebec,Montreal,Male,Bachelor,56601.0,0,Married,Aurora,23536.75,2018,5,0
167569,Canada,British Columbia,Vancouver,Female,Bachelor,52455.0,0,Married,Star,2677.5,2018,4,0
283326,Canada,British Columbia,Vancouver,Female,Bachelor,62617.0,0,Married,Star,2680.9,2018,4,0
796900,Canada,Ontario,Trenton,Female,Bachelor,87782.0,0,Married,Aurora,23594.68,2017,6,0
823567,Canada,Nova Scotia,Halifax,Male,Bachelor,87782.0,0,Married,Aurora,23594.68,2017,6,0
921777,Canada,Saskatchewan,Regina,Male,Bachelor,87782.0,0,Married,Aurora,23594.68,2014,3,1
603070,Canada,British Columbia,West Vancouver,Female,Bachelor,19325.0,0,Single,Star,2893.74,2018,3,0
107993,Canada,Ontario,Toronto,Female,Bachelor,52414.0,0,Married,Aurora,23740.12,2016,6,0
412186,Canada,Ontario,Ottawa,Female,College,,1,Single,Aurora,23747.47,2012,11,0
670131,Canada,Saskatchewan,Regina,Male,Bachelor,96798.0,0,Married,Aurora,23813.52,2015,9,0
143151,Canada,Ontario,Trenton,Female,College,,1,Married,Aurora,23866.16,2016,2,0
643643,Canada,Ontario,Toronto,Male,College,,1,Married,Aurora,23875.48,2018,7,0
955750,Canada,Quebec,Montreal,Male,Bachelor,61057.0,0,Married,Aurora,23893.3,2013,1,0
577398,Canada,British Columbia,Dawson Creek,Female,Bachelor,93641.0,0,Married,Aurora,23981.54,2016,12,0
736685,Canada,Manitoba,Winnipeg,Female,Bachelor,90194.0,0,Married,Aurora,23984.62,2014,9,0
844477,Canada,Ontario,Sudbury,Male,Bachelor,82969.0,0,Married,Aurora,23990.15,2013,11,1
781963,Canada,Alberta,Banff,Male,Bachelor,79614.0,0,Married,Aurora,24084.54,2018,1,1
398965,Canada,Ontario,Toronto,Male,High School or Below,47587.0,0,Divorced,Aurora,24127.5,2016,11,0
410202,Canada,Ontario,Toronto,Female,High School or Below,47587.0,0,Divorced,Aurora,24127.5,2016,10,0
555745,Canada,Alberta,Edmonton,Male,High School or Below,47587.0,0,Divorced,Aurora,24127.5,2017,3,0
977550,Canada,British Columbia,Vancouver,Male,High School or Below,47587.0,0,Divorced,Aurora,24127.5,2014,6,0
448812,Canada,Alberta,Edmonton,Male,College,,1,Single,Aurora,24143.88,2013,10,0
436282,Canada,Ontario,Toronto,Male,Bachelor,56046.0,0,Married,Aurora,24186.88,2014,7,1
636213,Canada,New Brunswick,Moncton,Female,College,,1,Single,Aurora,24238.66,2013,2,0
864128,Canada,Quebec,Montreal,Female,College,,1,Single,Aurora,24258.71,2016,1,0
424098,Canada,British Columbia,Vancouver,Male,College,,1,Single,Aurora,24337.38,2016,4,0
740083,Canada,British Columbia,Vancouver,Female,Bachelor,85831.0,0,Married,Aurora,24338.51,2012,11,0
292384,Canada,British Columbia,Whistler,Female,College,,1,Married,Aurora,24552.87,2016,5,0
596911,Canada,British Columbia,Victoria,Female,Bachelor,85848.0,0,Married,Aurora,24636.97,2013,7,0
636749,Canada,Quebec,Montreal,Male,College,,1,Single,Aurora,24672.66,2014,10,0
681032,Canada,Ontario,Toronto,Female,Bachelor,64605.0,0,Married,Aurora,24723.18,2012,6,0
237107,Canada,Ontario,Thunder Bay,Female,Bachelor,81353.0,0,Married,Aurora,24826.89,2016,6,1
896095,Canada,Quebec,Montreal,Female,College,,1,Married,Aurora,24868.24,2015,6,0
448751,Canada,Alberta,Edmonton,Male,Bachelor,96623.0,0,Single,Aurora,24980.23,2014,8,1
719300,Canada,Ontario,Ottawa,Male,Bachelor,47952.0,0,Married,Aurora,25002.02,2018,5,0
767175,Canada,British Columbia,Whistler,Male,Bachelor,51146.0,0,Married,Aurora,25030.38,2018,10,0
733467,Canada,Ontario,Thunder Bay,Male,Bachelor,58255.0,0,Married,Aurora,25093.57,2015,11,1
605768,Canada,Quebec,Montreal,Male,Bachelor,59188.0,0,Married,Aurora,25169.19,2018,12,0
963067,Canada,British Columbia,Whistler,Female,Bachelor,64174.0,0,Divorced,Aurora,25253.1,2015,6,0
348994,Canada,Ontario,Thunder Bay,Male,Doctor,165418.0,0,Married,Aurora,25390.55,2016,3,0
376725,Canada,Quebec,Hull,Female,Bachelor,58835.0,0,Single,Aurora,25401.52,2013,4,0
324997,Canada,British Columbia,Vancouver,Male,Master,81765.0,0,Single,Aurora,25464.82,2015,6,0
464256,Canada,Ontario,Toronto,Male,Master,81765.0,0,Single,Aurora,25464.82,2017,7,0
160905,Canada,British Columbia,Vancouver,Male,Bachelor,52367.0,0,Married,Aurora,25581.61,2016,3,0
365557,Canada,Quebec,Hull,Female,Bachelor,52367.0,0,Married,Aurora,25581.61,2014,9,0
196757,Canada,Ontario,Trenton,Male,High School or Below,48025.0,0,Married,Aurora,25626.71,2015,9,1
321027,Canada,British Columbia,Vancouver,Female,High School or Below,48025.0,0,Married,Aurora,25626.71,2015,4,0
113779,Canada,Quebec,Tremblant,Male,Doctor,233002.0,0,Married,Aurora,25640.24,2014,3,0
624881,Canada,Ontario,Toronto,Male,Bachelor,89572.0,0,Married,Aurora,25763.41,2017,6,0
219270,Canada,Ontario,Toronto,Male,Bachelor,84015.0,0,Married,Aurora,25807.06,2017,11,1
282259,Canada,Quebec,Montreal,Male,Bachelor,84015.0,0,Married,Aurora,25807.06,2013,12,0
529544,Canada,Saskatchewan,Regina,Male,Bachelor,84015.0,0,Married,Aurora,25807.06,2017,12,1
870281,Canada,Alberta,Edmonton,Female,Bachelor,85881.0,0,Married,Aurora,25830.91,2018,12,0
399943,Canada,Quebec,Tremblant,Female,Bachelor,70766.0,0,Married,Aurora,25900.2,2014,5,0
763406,Canada,British Columbia,Vancouver,Male,Bachelor,77467.0,0,Married,Aurora,25997.75,2014,1,0
280822,Canada,New Brunswick,Moncton,Female,College,,1,Divorced,Aurora,26134.91,2015,12,0
572073,Canada,Ontario,Toronto,Male,Bachelor,81804.0,0,Married,Aurora,26180.81,2013,9,0
683901,Canada,Quebec,Montreal,Male,Doctor,154475.0,0,Married,Aurora,26197.41,2015,5,0
790008,Canada,Quebec,Montreal,Male,Doctor,154475.0,0,Married,Aurora,26197.41,2014,8,0
841324,Canada,New Brunswick,Fredericton,Male,Doctor,154475.0,0,Married,Aurora,26197.41,2016,6,1
699281,Canada,Ontario,Trenton,Female,Bachelor,82037.0,0,Married,Aurora,26200.83,2017,5,1
667275,Canada,British Columbia,Victoria,Female,College,,1,Single,Aurora,26223.81,2017,12,0
953693,Canada,Quebec,Montreal,Male,College,,1,Single,Aurora,26223.81,2015,11,0
150301,Canada,Ontario,Thunder Bay,Male,Bachelor,58153.0,0,Single,Aurora,26232.85,2012,6,0
606004,Canada,Manitoba,Winnipeg,Female,Bachelor,76521.0,0,Divorced,Aurora,26338.59,2018,6,0
268414,Canada,British Columbia,Dawson Creek,Male,Bachelor,67227.0,0,Divorced,Aurora,26346.09,2012,11,0
643669,Canada,Ontario,Toronto,Female,Bachelor,67227.0,0,Divorced,Aurora,26346.09,2013,3,0
267306,Canada,British Columbia,Victoria,Female,Bachelor,94499.0,0,Married,Aurora,26416.25,2015,5,0
846313,Canada,Yukon,Whitehorse,Male,Bachelor,63343.0,0,Married,Aurora,26453.94,2014,11,0
266640,Canada,Ontario,Toronto,Female,College,,1,Single,Aurora,26462.76,2015,8,0
107730,Canada,Newfoundland,St. John's,Female,Bachelor,52961.0,0,Single,Aurora,26511.6,2017,12,0
649194,Canada,Ontario,Toronto,Female,Bachelor,51177.0,0,Married,Aurora,26770.45,2013,9,0
450665,Canada,Alberta,Edmonton,Female,Bachelor,58299.0,0,Married,Aurora,26843.12,2015,3,0
574688,Canada,British Columbia,Vancouver,Male,Bachelor,91700.0,0,Divorced,Aurora,26864.2,2012,4,0
403764,Canada,British Columbia,Dawson Creek,Female,Bachelor,78014.0,0,Married,Aurora,26900.27,2018,7,0
999513,Canada,Manitoba,Winnipeg,Female,Bachelor,93052.0,0,Married,Aurora,27064.46,2014,7,0
833148,Canada,British Columbia,Whistler,Male,Bachelor,48704.0,0,Single,Aurora,27069.5,2016,5,1
915009,Canada,British Columbia,Whistler,Female,College,,1,Single,Aurora,27287.5,2013,7,1
375467,Canada,British Columbia,Vancouver,Female,Bachelor,65181.0,0,Married,Aurora,27382.82,2013,11,1
600541,Canada,Ontario,Trenton,Female,Bachelor,93598.0,0,Married,Aurora,27440.61,2018,8,0
116735,Canada,British Columbia,Vancouver,Male,Bachelor,92144.0,0,Married,Aurora,27443.47,2015,11,0
247551,Canada,Ontario,Toronto,Male,Bachelor,92144.0,0,Married,Aurora,27443.47,2012,9,0
206050,Canada,Alberta,Edmonton,Female,Bachelor,59663.0,0,Married,Aurora,27495.42,2016,8,1
675409,Canada,Quebec,Hull,Male,Doctor,254724.0,0,Married,Aurora,27564.74,2012,6,0
144615,Canada,Quebec,Tremblant,Female,Bachelor,77192.0,0,Divorced,Aurora,27666.3,2015,8,0
933187,Canada,Ontario,Toronto,Female,Bachelor,96462.0,0,Married,Aurora,27776.29,2013,9,0
239476,Canada,Quebec,Montreal,Male,Bachelor,56644.0,0,Divorced,Aurora,27789.69,2015,6,0
568870,Canada,New Brunswick,Moncton,Female,Bachelor,56644.0,0,Divorced,Aurora,27789.69,2018,11,0
750153,Canada,Newfoundland,St. John's,Male,Bachelor,56644.0,0,Divorced,Aurora,27789.69,2014,12,1
351937,Canada,Saskatchewan,Regina,Female,Bachelor,96378.0,0,Married,Aurora,27929.96,2018,1,0
717229,Canada,British Columbia,Vancouver,Male,Master,81640.0,0,Divorced,Aurora,27937.75,2014,2,0
996900,Canada,Ontario,Toronto,Female,Master,81640.0,0,Divorced,Aurora,27937.75,2016,1,0
260000,Canada,British Columbia,Vancouver,Male,College,,1,Single,Aurora,27945.89,2016,11,0
615131,Canada,Quebec,Montreal,Male,Bachelor,81917.0,0,Single,Aurora,27990.27,2013,1,0
813352,Canada,British Columbia,Dawson Creek,Male,Bachelor,60278.0,0,Married,Aurora,28393.33,2014,4,1
993241,Canada,British Columbia,Kelowna,Female,Bachelor,26962.0,0,Married,Star,2903.02,2018,2,0
206925,Canada,Quebec,Montreal,Female,High School or Below,54094.0,0,Divorced,Aurora,28432.0,2014,9,0
467359,Canada,Manitoba,Winnipeg,Male,High School or Below,54094.0,0,Divorced,Aurora,28432.0,2017,9,0
191626,Canada,Ontario,Toronto,Female,Bachelor,99133.0,0,Single,Aurora,28486.07,2018,1,1
644865,Canada,Ontario,Toronto,Female,Bachelor,67332.0,0,Single,Aurora,28685.83,2017,2,0
821918,Canada,Quebec,Montreal,Female,Bachelor,56519.0,0,Married,Aurora,28799.95,2012,12,0
972129,Canada,British Columbia,Victoria,Female,Bachelor,56519.0,0,Married,Aurora,28799.95,2014,9,0
149348,Canada,British Columbia,Victoria,Female,College,,1,Single,Aurora,28824.06,2014,3,0
960959,Canada,Quebec,Hull,Female,College,,1,Single,Aurora,28824.06,2015,11,1
837269,Canada,Manitoba,Winnipeg,Male,Doctor,187089.0,0,Divorced,Aurora,29049.71,2017,10,0
611029,Canada,Alberta,Edmonton,Female,Bachelor,56951.0,0,Married,Aurora,29091.24,2017,11,0
602585,Canada,Quebec,Hull,Male,High School or Below,78531.0,0,Single,Aurora,29232.69,2012,9,0
960441,Canada,British Columbia,Vancouver,Female,College,,1,Single,Aurora,29577.28,2013,10,0
709724,Canada,Ontario,Trenton,Male,College,,1,Single,Aurora,29589.94,2014,9,0
355578,Canada,Quebec,Tremblant,Male,Bachelor,56780.0,0,Single,Aurora,29676.81,2018,1,0
740063,Canada,New Brunswick,Moncton,Female,Bachelor,56780.0,0,Single,Aurora,29676.81,2015,1,0
961965,Canada,New Brunswick,Moncton,Female,College,,1,Divorced,Aurora,29830.39,2016,9,0
167491,Canada,Quebec,Quebec City,Female,Bachelor,70434.0,0,Single,Aurora,29874.74,2013,1,1
651377,Canada,Ontario,Ottawa,Male,Bachelor,67375.0,0,Married,Aurora,29973.42,2012,10,0
680738,Canada,British Columbia,Vancouver,Female,Bachelor,67219.0,0,Married,Aurora,30061.69,2016,11,0
108430,Canada,Saskatchewan,Regina,Male,Bachelor,49927.0,0,Married,Aurora,30081.37,2013,7,0
776443,Canada,Ontario,Toronto,Female,College,,1,Single,Aurora,30141.62,2012,11,0
398839,Canada,Quebec,Quebec City,Male,Doctor,269631.0,0,Divorced,Aurora,30286.69,2015,4,0
243273,Canada,Alberta,Edmonton,Male,Bachelor,103105.0,0,Single,Aurora,30475.78,2018,11,0
